trip_id,start_node,start_state,start_district,destination_node,destination_state,destination_district,trip_type,cargo_type,vehicle_type,departure_time
T00191,N0083,Nagaland,Dimapur,N0104,Sikkim,Mangan,Inter-state,Food Supplies,Medium Goods Vehicle,2026-11-18T15:30:00Z
T00192,N0004,Arunachal Pradesh,Upper Subansiri,N0106,Tripura,West Tripura,Inter-state,Essential Goods,Heavy Truck,2026-11-27T23:45:00Z
T00193,N0117,Tripura,Dhalai,N0120,Tripura,Sepahijala,Within-state,Food Supplies,Medium Goods Vehicle,2026-11-12T09:45:00Z
T00194,N0097,Sikkim,Mangan,N0049,Meghalaya,North Garo Hills,Inter-state,Medicine,Medium Goods Vehicle,2026-05-02T03:45:00Z
T00195,N0034,Manipur,Ukhrul,N0050,Meghalaya,East Khasi Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-09T00:15:00Z
T00196,N0056,Meghalaya,East Garo Hills,N0069,Mizoram,Mamit,Inter-state,Medicine,Medium Goods Vehicle,2026-01-16T14:45:00Z
T00197,N0074,Mizoram,Lunglei,N0084,Nagaland,Chumoukedima,Inter-state,Food Supplies,Medium Goods Vehicle,2026-02-25T15:15:00Z
T00198,N0038,Manipur,Ukhrul,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Essential Goods,Heavy Truck,2026-07-09T07:30:00Z
T00199,N0041,Manipur,Imphal East,N0117,Tripura,Dhalai,Inter-state,Agricultural Produce,Truck,2026-04-27T10:45:00Z
T00200,N0073,Mizoram,Champhai,N0077,Nagaland,Zunheboto,Inter-state,Construction Material,Heavy Truck,2026-04-25T12:30:00Z
T00201,N0084,Nagaland,Chumoukedima,N0008,Arunachal Pradesh,Tawang,Inter-state,Construction Material,Truck,2026-09-27T09:00:00Z
T00202,N0098,Sikkim,Namchi,N0075,Mizoram,Serchhip,Inter-state,Medicine,Medium Goods Vehicle,2026-10-17T02:45:00Z
T00203,N0060,Meghalaya,East Garo Hills,N0044,Manipur,Ukhrul,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-22T18:45:00Z
T00204,N0078,Nagaland,Niuland,N0018,Assam,Darrang,Inter-state,Medicine,Heavy Truck,2026-01-28T01:15:00Z
T00205,N0075,Mizoram,Serchhip,N0117,Tripura,Dhalai,Inter-state,Food Supplies,Heavy Truck,2026-01-17T01:00:00Z
T00206,N0050,Meghalaya,East Khasi Hills,N0111,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-09-11T18:30:00Z
T00207,N0114,Tripura,Sepahijala,N0087,Nagaland,Kohima,Inter-state,Essential Goods,Medium Goods Vehicle,2026-04-24T10:30:00Z
T00208,N0085,Nagaland,Phek,N0063,Mizoram,Serchhip,Inter-state,Essential Goods,Truck,2026-10-12T06:30:00Z
T00209,N0033,Manipur,Jiribam,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Construction Material,Truck,2026-01-11T15:15:00Z
T00210,N0010,Arunachal Pradesh,East Kameng,N0021,Assam,Golaghat,Inter-state,Medicine,Heavy Truck,2026-10-22T10:15:00Z
T00211,N0111,Tripura,Dhalai,N0024,Assam,Nagaon,Inter-state,Agricultural Produce,Heavy Truck,2026-02-08T13:00:00Z
T00212,N0010,Arunachal Pradesh,East Kameng,N0023,Assam,Kamrup Metropolitan,Inter-state,Construction Material,Medium Goods Vehicle,2026-04-11T09:00:00Z
T00213,N0036,Manipur,Ukhrul,N0022,Assam,Barpeta,Inter-state,Agricultural Produce,Heavy Truck,2026-04-24T10:45:00Z
T00214,N0015,Arunachal Pradesh,Tirap,N0077,Nagaland,Zunheboto,Inter-state,Food Supplies,Heavy Truck,2026-12-27T22:00:00Z
T00215,N0098,Sikkim,Namchi,N0117,Tripura,Dhalai,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-15T17:30:00Z
T00216,N0084,Nagaland,Chumoukedima,N0104,Sikkim,Mangan,Inter-state,Agricultural Produce,Heavy Truck,2026-07-14T13:15:00Z
T00217,N0050,Meghalaya,East Khasi Hills,N0098,Sikkim,Namchi,Inter-state,Construction Material,Medium Goods Vehicle,2026-07-20T05:00:00Z
T00218,N0093,Sikkim,Gangtok,N0095,Sikkim,Gyalshing,Within-state,Agricultural Produce,Heavy Truck,2026-05-17T16:15:00Z
T00219,N0083,Nagaland,Dimapur,N0041,Manipur,Imphal East,Inter-state,Food Supplies,Heavy Truck,2026-08-15T13:30:00Z
T00220,N0022,Assam,Barpeta,N0016,Assam,Darrang,Within-state,Agricultural Produce,Heavy Truck,2026-12-25T10:00:00Z
T00221,N0080,Nagaland,Longleng,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Medicine,Medium Goods Vehicle,2026-07-05T22:45:00Z
T00222,N0027,Assam,Tinsukia,N0082,Nagaland,Mon,Inter-state,Agricultural Produce,Heavy Truck,2026-12-10T03:15:00Z
T00223,N0056,Meghalaya,East Garo Hills,N0100,Sikkim,Gyalshing,Inter-state,Medicine,Medium Goods Vehicle,2026-07-28T07:00:00Z
T00224,N0026,Assam,Kamrup,N0096,Sikkim,Pakyong,Inter-state,Medicine,Heavy Truck,2026-11-22T14:30:00Z
T00225,N0105,Sikkim,Mangan,N0068,Mizoram,Aizawl,Inter-state,Agricultural Produce,Truck,2026-06-13T22:00:00Z
T00226,N0006,Arunachal Pradesh,East Kameng,N0092,Sikkim,Namchi,Inter-state,Food Supplies,Truck,2026-05-01T09:15:00Z
T00227,N0066,Mizoram,Aizawl,N0043,Manipur,Noney,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-09T07:00:00Z
T00228,N0052,Meghalaya,East Garo Hills,N0025,Assam,Tinsukia,Inter-state,Agricultural Produce,Truck,2026-02-02T23:30:00Z
T00229,N0107,Tripura,West Tripura,N0029,Assam,Barpeta,Inter-state,Essential Goods,Heavy Truck,2026-11-16T02:45:00Z
T00230,N0001,Arunachal Pradesh,Tawang,N0102,Sikkim,Gyalshing,Inter-state,Agricultural Produce,Truck,2026-08-13T13:45:00Z
T00231,N0030,Assam,Dibrugarh,N0013,Arunachal Pradesh,Upper Subansiri,Inter-state,Agricultural Produce,Truck,2026-03-08T23:45:00Z
T00232,N0040,Manipur,Noney,N0071,Mizoram,Champhai,Inter-state,Medicine,Medium Goods Vehicle,2026-12-26T02:00:00Z
T00233,N0079,Nagaland,Peren,N0029,Assam,Barpeta,Inter-state,Food Supplies,Medium Goods Vehicle,2026-11-02T14:30:00Z
T00234,N0032,Manipur,Ukhrul,N0040,Manipur,Noney,Within-state,Food Supplies,Heavy Truck,2026-03-07T06:00:00Z
T00235,N0089,Nagaland,Longleng,N0108,Tripura,Unakoti,Inter-state,Agricultural Produce,Heavy Truck,2026-07-01T09:30:00Z
T00236,N0092,Sikkim,Namchi,N0077,Nagaland,Zunheboto,Inter-state,Construction Material,Truck,2026-09-23T03:00:00Z
T00237,N0073,Mizoram,Champhai,N0118,Tripura,Dhalai,Inter-state,Construction Material,Heavy Truck,2026-05-25T00:15:00Z
T00238,N0026,Assam,Kamrup,N0033,Manipur,Jiribam,Inter-state,Medicine,Medium Goods Vehicle,2026-03-20T10:00:00Z
T00239,N0106,Tripura,West Tripura,N0087,Nagaland,Kohima,Inter-state,Medicine,Heavy Truck,2026-11-02T10:15:00Z
T00240,N0002,Arunachal Pradesh,Lower Subansiri,N0043,Manipur,Noney,Inter-state,Agricultural Produce,Heavy Truck,2026-12-15T04:15:00Z
T00241,N0037,Manipur,Tamenglong,N0048,Meghalaya,West Garo Hills,Inter-state,Essential Goods,Truck,2026-07-06T11:00:00Z
T00242,N0032,Manipur,Ukhrul,N0096,Sikkim,Pakyong,Inter-state,Construction Material,Heavy Truck,2026-12-10T22:45:00Z
T00243,N0035,Manipur,Ukhrul,N0073,Mizoram,Champhai,Inter-state,Construction Material,Truck,2026-03-28T10:00:00Z
T00244,N0033,Manipur,Jiribam,N0075,Mizoram,Serchhip,Inter-state,Agricultural Produce,Truck,2026-12-24T08:30:00Z
T00245,N0028,Assam,Lakhimpur,N0018,Assam,Darrang,Within-state,Essential Goods,Medium Goods Vehicle,2026-11-17T15:45:00Z
T00246,N0114,Tripura,Sepahijala,N0018,Assam,Darrang,Inter-state,Agricultural Produce,Heavy Truck,2026-06-16T08:45:00Z
T00247,N0014,Arunachal Pradesh,Longding,N0065,Mizoram,Saitual,Inter-state,Construction Material,Heavy Truck,2026-12-24T14:15:00Z
T00248,N0083,Nagaland,Dimapur,N0012,Arunachal Pradesh,West Siang,Inter-state,Food Supplies,Truck,2026-08-26T16:00:00Z
T00249,N0017,Assam,Dhubri,N0052,Meghalaya,East Garo Hills,Inter-state,Agricultural Produce,Truck,2026-01-09T03:45:00Z
T00250,N0107,Tripura,West Tripura,N0019,Assam,Dhemaji,Inter-state,Agricultural Produce,Truck,2026-09-18T18:45:00Z
T00251,N0108,Tripura,Unakoti,N0055,Meghalaya,West Jaintia Hills,Inter-state,Agricultural Produce,Heavy Truck,2026-06-15T08:00:00Z
T00252,N0088,Nagaland,Longleng,N0071,Mizoram,Champhai,Inter-state,Essential Goods,Truck,2026-02-28T18:00:00Z
T00253,N0025,Assam,Tinsukia,N0036,Manipur,Ukhrul,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-06T18:00:00Z
T00254,N0073,Mizoram,Champhai,N0027,Assam,Tinsukia,Inter-state,Construction Material,Truck,2026-01-16T17:45:00Z
T00255,N0084,Nagaland,Chumoukedima,N0007,Arunachal Pradesh,West Kameng,Inter-state,Construction Material,Heavy Truck,2026-05-16T17:45:00Z
T00256,N0061,Mizoram,Saitual,N0077,Nagaland,Zunheboto,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-14T19:15:00Z
T00257,N0006,Arunachal Pradesh,East Kameng,N0067,Mizoram,Hnahthial,Inter-state,Medicine,Truck,2026-08-25T13:00:00Z
T00258,N0046,Meghalaya,South Garo Hills,N0052,Meghalaya,East Garo Hills,Within-state,Food Supplies,Truck,2026-09-12T13:00:00Z
T00259,N0084,Nagaland,Chumoukedima,N0090,Nagaland,Chumoukedima,Within-state,Essential Goods,Heavy Truck,2026-09-16T13:00:00Z
T00260,N0034,Manipur,Ukhrul,N0027,Assam,Tinsukia,Inter-state,Food Supplies,Medium Goods Vehicle,2026-04-02T15:45:00Z
T00261,N0043,Manipur,Noney,N0072,Mizoram,Mamit,Inter-state,Food Supplies,Heavy Truck,2026-10-17T16:45:00Z
T00262,N0064,Mizoram,Hnahthial,N0085,Nagaland,Phek,Inter-state,Construction Material,Truck,2026-05-11T18:30:00Z
T00263,N0062,Mizoram,Hnahthial,N0006,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Heavy Truck,2026-12-22T08:45:00Z
T00264,N0101,Sikkim,Namchi,N0080,Nagaland,Longleng,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-07T16:15:00Z
T00265,N0060,Meghalaya,East Garo Hills,N0090,Nagaland,Chumoukedima,Inter-state,Medicine,Heavy Truck,2026-05-21T00:45:00Z
T00266,N0025,Assam,Tinsukia,N0027,Assam,Tinsukia,Within-state,Medicine,Truck,2026-11-15T02:00:00Z
T00267,N0090,Nagaland,Chumoukedima,N0116,Tripura,Sepahijala,Inter-state,Food Supplies,Medium Goods Vehicle,2026-04-27T08:45:00Z
T00268,N0060,Meghalaya,East Garo Hills,N0096,Sikkim,Pakyong,Inter-state,Construction Material,Medium Goods Vehicle,2026-04-02T00:30:00Z
T00269,N0108,Tripura,Unakoti,N0086,Nagaland,Wokha,Inter-state,Agricultural Produce,Heavy Truck,2026-07-10T23:30:00Z
T00270,N0057,Meghalaya,South West Khasi Hills,N0110,Tripura,Dhalai,Inter-state,Food Supplies,Heavy Truck,2026-11-16T05:15:00Z
T00271,N0105,Sikkim,Mangan,N0087,Nagaland,Kohima,Inter-state,Medicine,Heavy Truck,2026-04-25T06:15:00Z
T00272,N0117,Tripura,Dhalai,N0068,Mizoram,Aizawl,Inter-state,Construction Material,Heavy Truck,2026-12-23T09:00:00Z
T00273,N0008,Arunachal Pradesh,Tawang,N0094,Sikkim,Gangtok,Inter-state,Construction Material,Heavy Truck,2026-01-24T10:45:00Z
T00274,N0087,Nagaland,Kohima,N0018,Assam,Darrang,Inter-state,Medicine,Medium Goods Vehicle,2026-02-09T00:15:00Z
T00275,N0016,Assam,Darrang,N0063,Mizoram,Serchhip,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-17T06:30:00Z
T00276,N0018,Assam,Darrang,N0072,Mizoram,Mamit,Inter-state,Food Supplies,Heavy Truck,2026-11-19T08:00:00Z
T00277,N0088,Nagaland,Longleng,N0036,Manipur,Ukhrul,Inter-state,Agricultural Produce,Heavy Truck,2026-05-16T19:00:00Z
T00278,N0010,Arunachal Pradesh,East Kameng,N0105,Sikkim,Mangan,Inter-state,Essential Goods,Medium Goods Vehicle,2026-10-08T07:45:00Z
T00279,N0035,Manipur,Ukhrul,N0049,Meghalaya,North Garo Hills,Inter-state,Essential Goods,Heavy Truck,2026-01-27T10:30:00Z
T00280,N0038,Manipur,Ukhrul,N0034,Manipur,Ukhrul,Within-state,Medicine,Heavy Truck,2026-05-23T18:00:00Z
T00281,N0035,Manipur,Ukhrul,N0039,Manipur,Thoubal,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-01-18T16:45:00Z
T00282,N0076,Nagaland,Kohima,N0102,Sikkim,Gyalshing,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-01T14:30:00Z
T00283,N0085,Nagaland,Phek,N0064,Mizoram,Hnahthial,Inter-state,Essential Goods,Medium Goods Vehicle,2026-05-07T15:30:00Z
T00284,N0093,Sikkim,Gangtok,N0118,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-08-17T19:15:00Z
T00285,N0011,Arunachal Pradesh,Namsai,N0116,Tripura,Sepahijala,Inter-state,Construction Material,Heavy Truck,2026-10-18T22:00:00Z
T00286,N0064,Mizoram,Hnahthial,N0029,Assam,Barpeta,Inter-state,Food Supplies,Truck,2026-11-03T22:15:00Z
T00287,N0041,Manipur,Imphal East,N0071,Mizoram,Champhai,Inter-state,Essential Goods,Truck,2026-03-17T21:00:00Z
T00288,N0026,Assam,Kamrup,N0092,Sikkim,Namchi,Inter-state,Medicine,Truck,2026-03-10T05:30:00Z
T00289,N0002,Arunachal Pradesh,Lower Subansiri,N0007,Arunachal Pradesh,West Kameng,Within-state,Essential Goods,Truck,2026-05-07T02:00:00Z
T00290,N0018,Assam,Darrang,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Heavy Truck,2026-01-11T16:30:00Z
T00291,N0051,Meghalaya,East Garo Hills,N0115,Tripura,West Tripura,Inter-state,Agricultural Produce,Truck,2026-12-17T08:15:00Z
T00292,N0060,Meghalaya,East Garo Hills,N0017,Assam,Dhubri,Inter-state,Construction Material,Truck,2026-06-11T11:30:00Z
T00293,N0033,Manipur,Jiribam,N0102,Sikkim,Gyalshing,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-08-14T00:45:00Z
T00294,N0018,Assam,Darrang,N0020,Assam,Dhubri,Within-state,Essential Goods,Heavy Truck,2026-07-26T06:30:00Z
T00295,N0084,Nagaland,Chumoukedima,N0010,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-19T13:45:00Z
T00296,N0018,Assam,Darrang,N0067,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Truck,2026-01-16T20:15:00Z
T00297,N0063,Mizoram,Serchhip,N0069,Mizoram,Mamit,Within-state,Medicine,Medium Goods Vehicle,2026-08-21T22:00:00Z
T00298,N0038,Manipur,Ukhrul,N0031,Manipur,Noney,Within-state,Medicine,Truck,2026-08-25T11:30:00Z
T00299,N0011,Arunachal Pradesh,Namsai,N0059,Meghalaya,West Khasi Hills,Inter-state,Agricultural Produce,Truck,2026-11-25T18:30:00Z
T00300,N0074,Mizoram,Lunglei,N0098,Sikkim,Namchi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-02-28T13:30:00Z
T00301,N0110,Tripura,Dhalai,N0115,Tripura,West Tripura,Within-state,Essential Goods,Heavy Truck,2026-08-23T08:45:00Z
T00302,N0069,Mizoram,Mamit,N0081,Nagaland,Chumoukedima,Inter-state,Medicine,Medium Goods Vehicle,2026-03-02T12:15:00Z
T00303,N0046,Meghalaya,South Garo Hills,N0077,Nagaland,Zunheboto,Inter-state,Medicine,Heavy Truck,2026-08-13T21:30:00Z
T00304,N0090,Nagaland,Chumoukedima,N0003,Arunachal Pradesh,Tawang,Inter-state,Agricultural Produce,Truck,2026-05-04T08:15:00Z
T00305,N0104,Sikkim,Mangan,N0082,Nagaland,Mon,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-27T15:00:00Z
T00306,N0019,Assam,Dhemaji,N0082,Nagaland,Mon,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-06T04:00:00Z
T00307,N0067,Mizoram,Hnahthial,N0036,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-12-25T03:00:00Z
T00308,N0042,Manipur,Jiribam,N0026,Assam,Kamrup,Inter-state,Construction Material,Truck,2026-07-10T06:45:00Z
T00309,N0033,Manipur,Jiribam,N0034,Manipur,Ukhrul,Within-state,Food Supplies,Heavy Truck,2026-03-09T16:00:00Z
T00310,N0053,Meghalaya,South West Khasi Hills,N0020,Assam,Dhubri,Inter-state,Essential Goods,Medium Goods Vehicle,2026-07-16T22:15:00Z
T00311,N0100,Sikkim,Gyalshing,N0034,Manipur,Ukhrul,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-18T14:30:00Z
T00312,N0083,Nagaland,Dimapur,N0018,Assam,Darrang,Inter-state,Essential Goods,Truck,2026-12-04T22:00:00Z
T00313,N0051,Meghalaya,East Garo Hills,N0031,Manipur,Noney,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-07T22:45:00Z
T00314,N0063,Mizoram,Serchhip,N0073,Mizoram,Champhai,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-01-05T21:45:00Z
T00315,N0093,Sikkim,Gangtok,N0091,Sikkim,Gangtok,Within-state,Medicine,Heavy Truck,2026-09-06T08:15:00Z
T00316,N0030,Assam,Dibrugarh,N0042,Manipur,Jiribam,Inter-state,Essential Goods,Heavy Truck,2026-09-09T17:15:00Z
T00317,N0078,Nagaland,Niuland,N0030,Assam,Dibrugarh,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-21T08:15:00Z
T00318,N0088,Nagaland,Longleng,N0114,Tripura,Sepahijala,Inter-state,Food Supplies,Heavy Truck,2026-10-19T16:00:00Z
T00319,N0022,Assam,Barpeta,N0080,Nagaland,Longleng,Inter-state,Construction Material,Heavy Truck,2026-08-11T11:00:00Z
T00320,N0092,Sikkim,Namchi,N0107,Tripura,West Tripura,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-10T20:15:00Z
T00321,N0036,Manipur,Ukhrul,N0003,Arunachal Pradesh,Tawang,Inter-state,Food Supplies,Heavy Truck,2026-07-19T09:00:00Z
T00322,N0087,Nagaland,Kohima,N0099,Sikkim,Mangan,Inter-state,Food Supplies,Heavy Truck,2026-12-21T06:30:00Z
T00323,N0085,Nagaland,Phek,N0112,Tripura,Unakoti,Inter-state,Construction Material,Heavy Truck,2026-07-08T11:45:00Z
T00324,N0042,Manipur,Jiribam,N0024,Assam,Nagaon,Inter-state,Construction Material,Truck,2026-05-19T12:45:00Z
T00325,N0089,Nagaland,Longleng,N0071,Mizoram,Champhai,Inter-state,Construction Material,Heavy Truck,2026-04-01T06:00:00Z
T00326,N0059,Meghalaya,West Khasi Hills,N0084,Nagaland,Chumoukedima,Inter-state,Essential Goods,Heavy Truck,2026-08-21T19:00:00Z
T00327,N0054,Meghalaya,Ri-Bhoi,N0052,Meghalaya,East Garo Hills,Within-state,Construction Material,Truck,2026-02-03T05:15:00Z
T00328,N0004,Arunachal Pradesh,Upper Subansiri,N0021,Assam,Golaghat,Inter-state,Food Supplies,Heavy Truck,2026-12-01T17:45:00Z
T00329,N0100,Sikkim,Gyalshing,N0096,Sikkim,Pakyong,Within-state,Medicine,Heavy Truck,2026-06-07T00:00:00Z
T00330,N0069,Mizoram,Mamit,N0093,Sikkim,Gangtok,Inter-state,Agricultural Produce,Heavy Truck,2026-03-01T01:00:00Z
T00331,N0043,Manipur,Noney,N0009,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Truck,2026-04-06T09:00:00Z
T00332,N0070,Mizoram,Hnahthial,N0023,Assam,Kamrup Metropolitan,Inter-state,Food Supplies,Heavy Truck,2026-02-05T10:45:00Z
T00333,N0075,Mizoram,Serchhip,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Essential Goods,Truck,2026-07-28T21:00:00Z
T00334,N0073,Mizoram,Champhai,N0104,Sikkim,Mangan,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-09-09T22:15:00Z
T00335,N0068,Mizoram,Aizawl,N0066,Mizoram,Aizawl,Within-state,Essential Goods,Medium Goods Vehicle,2026-10-24T21:45:00Z
T00336,N0095,Sikkim,Gyalshing,N0077,Nagaland,Zunheboto,Inter-state,Food Supplies,Truck,2026-10-17T09:45:00Z
T00337,N0120,Tripura,Sepahijala,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-18T19:15:00Z
T00338,N0095,Sikkim,Gyalshing,N0088,Nagaland,Longleng,Inter-state,Construction Material,Heavy Truck,2026-04-17T11:45:00Z
T00339,N0117,Tripura,Dhalai,N0112,Tripura,Unakoti,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-11-07T23:15:00Z
T00340,N0119,Tripura,West Tripura,N0085,Nagaland,Phek,Inter-state,Medicine,Medium Goods Vehicle,2026-02-18T20:00:00Z
T00341,N0113,Tripura,Unakoti,N0008,Arunachal Pradesh,Tawang,Inter-state,Medicine,Heavy Truck,2026-12-23T02:15:00Z
T00342,N0049,Meghalaya,North Garo Hills,N0036,Manipur,Ukhrul,Inter-state,Medicine,Heavy Truck,2026-04-18T08:00:00Z
T00343,N0059,Meghalaya,West Khasi Hills,N0115,Tripura,West Tripura,Inter-state,Essential Goods,Truck,2026-06-26T03:00:00Z
T00344,N0014,Arunachal Pradesh,Longding,N0099,Sikkim,Mangan,Inter-state,Essential Goods,Truck,2026-05-10T22:00:00Z
T00345,N0074,Mizoram,Lunglei,N0038,Manipur,Ukhrul,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-03T02:15:00Z
T00346,N0047,Meghalaya,Eastern West Khasi Hills,N0096,Sikkim,Pakyong,Inter-state,Agricultural Produce,Truck,2026-05-14T09:45:00Z
T00347,N0021,Assam,Golaghat,N0025,Assam,Tinsukia,Within-state,Construction Material,Truck,2026-11-03T00:15:00Z
T00348,N0090,Nagaland,Chumoukedima,N0098,Sikkim,Namchi,Inter-state,Food Supplies,Medium Goods Vehicle,2026-11-22T20:00:00Z
T00349,N0048,Meghalaya,West Garo Hills,N0099,Sikkim,Mangan,Inter-state,Construction Material,Heavy Truck,2026-09-23T14:45:00Z
T00350,N0011,Arunachal Pradesh,Namsai,N0109,Tripura,South Tripura,Inter-state,Construction Material,Heavy Truck,2026-07-14T08:15:00Z
T00351,N0105,Sikkim,Mangan,N0035,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-06-25T04:45:00Z
T00352,N0100,Sikkim,Gyalshing,N0065,Mizoram,Saitual,Inter-state,Medicine,Truck,2026-07-03T08:00:00Z
T00353,N0078,Nagaland,Niuland,N0046,Meghalaya,South Garo Hills,Inter-state,Food Supplies,Truck,2026-12-13T15:00:00Z
T00354,N0067,Mizoram,Hnahthial,N0038,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-04-14T10:15:00Z
T00355,N0093,Sikkim,Gangtok,N0033,Manipur,Jiribam,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-19T00:15:00Z
T00356,N0007,Arunachal Pradesh,West Kameng,N0094,Sikkim,Gangtok,Inter-state,Food Supplies,Heavy Truck,2026-04-04T01:45:00Z
T00357,N0114,Tripura,Sepahijala,N0035,Manipur,Ukhrul,Inter-state,Construction Material,Heavy Truck,2026-06-13T08:30:00Z
T00358,N0014,Arunachal Pradesh,Longding,N0020,Assam,Dhubri,Inter-state,Medicine,Truck,2026-01-20T09:45:00Z
T00359,N0041,Manipur,Imphal East,N0024,Assam,Nagaon,Inter-state,Essential Goods,Heavy Truck,2026-07-02T22:30:00Z
T00360,N0067,Mizoram,Hnahthial,N0034,Manipur,Ukhrul,Inter-state,Medicine,Heavy Truck,2026-12-04T04:45:00Z
T00361,N0014,Arunachal Pradesh,Longding,N0073,Mizoram,Champhai,Inter-state,Construction Material,Heavy Truck,2026-06-19T15:15:00Z
T00362,N0054,Meghalaya,Ri-Bhoi,N0005,Arunachal Pradesh,Upper Subansiri,Inter-state,Food Supplies,Heavy Truck,2026-01-05T19:00:00Z
T00363,N0021,Assam,Golaghat,N0015,Arunachal Pradesh,Tirap,Inter-state,Essential Goods,Truck,2026-02-04T11:15:00Z
T00364,N0043,Manipur,Noney,N0016,Assam,Darrang,Inter-state,Agricultural Produce,Truck,2026-12-20T01:45:00Z
T00365,N0027,Assam,Tinsukia,N0044,Manipur,Ukhrul,Inter-state,Essential Goods,Heavy Truck,2026-07-06T15:00:00Z
T00366,N0008,Arunachal Pradesh,Tawang,N0018,Assam,Darrang,Inter-state,Construction Material,Medium Goods Vehicle,2026-02-20T12:00:00Z
T00367,N0114,Tripura,Sepahijala,N0089,Nagaland,Longleng,Inter-state,Food Supplies,Medium Goods Vehicle,2026-05-19T04:30:00Z
T00368,N0058,Meghalaya,East Khasi Hills,N0054,Meghalaya,Ri-Bhoi,Within-state,Agricultural Produce,Truck,2026-01-16T19:30:00Z
T00369,N0119,Tripura,West Tripura,N0006,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Heavy Truck,2026-12-07T15:45:00Z
T00370,N0106,Tripura,West Tripura,N0101,Sikkim,Namchi,Inter-state,Essential Goods,Truck,2026-08-24T20:00:00Z
T00371,N0045,Manipur,Senapati,N0089,Nagaland,Longleng,Inter-state,Agricultural Produce,Heavy Truck,2026-01-27T16:00:00Z
T00372,N0100,Sikkim,Gyalshing,N0027,Assam,Tinsukia,Inter-state,Essential Goods,Medium Goods Vehicle,2026-05-02T04:45:00Z
T00373,N0053,Meghalaya,South West Khasi Hills,N0032,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-04-28T09:15:00Z
T00374,N0074,Mizoram,Lunglei,N0109,Tripura,South Tripura,Inter-state,Agricultural Produce,Heavy Truck,2026-03-24T15:30:00Z
T00375,N0056,Meghalaya,East Garo Hills,N0040,Manipur,Noney,Inter-state,Construction Material,Truck,2026-09-18T17:30:00Z
T00376,N0105,Sikkim,Mangan,N0077,Nagaland,Zunheboto,Inter-state,Construction Material,Heavy Truck,2026-02-19T16:45:00Z
T00377,N0107,Tripura,West Tripura,N0108,Tripura,Unakoti,Within-state,Essential Goods,Heavy Truck,2026-10-18T15:00:00Z
